Name,Total Attendances,date
Kettering General Hospital NHS Foundation Trust,1422.0,2013-07-28
Luton And Dunstable University Hospital NHS Foundation Trust,2204.0,2013-07-28
Milton Keynes Hospital NHS Foundation Trust,2777.0,2013-07-28
Northampton General Hospital NHS Trust,2103.0,2013-07-28
Putnoe Medical Centre Walk In Centre,349.0,2013-07-28
West Hertfordshire Hospitals NHS Trust,2538.0,2013-07-28
Dartford And Gravesham NHS Trust,1905.0,2013-07-28
Dr Jm Ribchester & Partners,395.0,2013-07-28
East Kent Hospitals University NHS Foundation Trust,3975.0,2013-07-28
Kent Community Health NHS Trust,2741.0,2013-07-28
Maidstone And Tunbridge Wells NHS Trust,2563.0,2013-07-28
Medway NHS Foundation Trust,1789.0,2013-07-28
Blackpool Teaching Hospitals NHS Foundation Trust,2166.0,2013-07-28
East Lancashire Hospitals NHS Trust,3700.0,2013-07-28
Lancashire Teaching Hospitals NHS Foundation Trust,2600.0,2013-07-28
Latham House Medical Practice,194.0,2013-07-28
Lincolnshire Community Health Services NHS Trust,2307.0,2013-07-28
Loughborough Urgent Care Centre,662.0,2013-07-28
Market Harborough Med.Ctr,294.0,2013-07-28
Oakham Medical Practice,83.0,2013-07-28
United Lincolnshire Hospitals NHS Trust,3129.0,2013-07-28
University Hospitals Of Leicester NHS Trust,3897.0,2013-07-28
"Barking, Havering And Redbridge University Hospitals NHS Trust",4732.0,2013-07-28
Barnet And Chase Farm Hospitals NHS Trust,3130.0,2013-07-28
Barts Health NHS Trust,8450.0,2013-07-28
Broad Street Medical Practice & Walk In Centre,503.0,2013-07-28
Bromley Healthcare,623.0,2013-07-28
Central London Community Healthcare NHS Trust,4268.0,2013-07-28
Chelsea And Westminster Hospital NHS Foundation Trust,2130.0,2013-07-28
Croydon Health Services NHS Trust,2639.0,2013-07-28
Dmc Vicarage Lane,525.0,2013-07-28
Ealing Hospital NHS Trust,2025.0,2013-07-28
Edridge Road Community Health Centre,696.0,2013-07-28
Epsom And St Helier University Hospitals NHS Trust,2803.0,2013-07-28
Guy's And St Thomas' NHS Foundation Trust,3730.0,2013-07-28
Harold Wood Walk In Centre,975.0,2013-07-28
Homerton University Hospital NHS Foundation Trust,2253.0,2013-07-28
Hounslow And Richmond Community Healthcare NHS Trust,896.0,2013-07-28
Hurley Group Practice,733.0,2013-07-28
Imperial College Healthcare NHS Trust,5515.0,2013-07-28
King's College Hospital NHS Foundation Trust,3224.0,2013-07-28
Kingston Hospital NHS Foundation Trust,2218.0,2013-07-28
Lewisham And Greenwich NHS Trust,2323.0,2013-07-28
Moorfields Eye Hospital NHS Foundation Trust,1714.0,2013-07-28
North East London NHS Foundation Trust,1118.0,2013-07-28
North Middlesex University Hospital NHS Trust,2991.0,2013-07-28
North West London Hospitals NHS Trust,4035.0,2013-07-28
Orchard Village Walk-In-Centre,93.0,2013-07-28
Orient Practice,270.0,2013-07-28
Oxleas NHS Foundation Trust,714.0,2013-07-28
Royal Brompton & Harefield NHS Foundation Trust,0.0,2013-07-28
Royal Free London NHS Foundation Trust,1821.0,2013-07-28
Royal National Orthopaedic Hospital NHS Trust,0.0,2013-07-28
South London Healthcare NHS Trust,5407.0,2013-07-28
St Andrews Walk-In Centre,517.0,2013-07-28
St George's Healthcare NHS Trust,2940.0,2013-07-28
The Barkantine Practice,430.0,2013-07-28
The Hillingdon Hospitals NHS Foundation Trust,2750.0,2013-07-28
The Practice Loxford,399.0,2013-07-28
The Ridgeway Surgery,158.0,2013-07-28
The Whittington Hospital NHS Trust,1881.0,2013-07-28
Tollgate Lodge Medical Centre,86.0,2013-07-28
University College London Hospitals NHS Foundation Trust,2440.0,2013-07-28
Virgin Care Services Ltd,1408.0,2013-07-28
Waldron - Hurley Unregistered Practice,548.0,2013-07-28
West Middlesex University Hospital NHS Trust,2605.0,2013-07-28
Aintree University Hospital NHS Foundation Trust,1557.0,2013-07-28
Alder Hey Children's NHS Foundation Trust,1066.0,2013-07-28
Liverpool Community Health NHS Trust,3830.0,2013-07-28
Liverpool Heart And Chest Hospital NHS Foundation Trust,0.0,2013-07-28
Liverpool Women's NHS Foundation Trust,238.0,2013-07-28
Royal Liverpool And Broadgreen University Hospitals NHS Trust,2024.0,2013-07-28
Southport And Ormskirk Hospital NHS Trust,1940.0,2013-07-28
St Helens And Knowsley Hospitals NHS Trust,2458.0,2013-07-28
The Walton Centre NHS Foundation Trust,0.0,2013-07-28
West Lancashire Healthcare Partnership Community Cic (Sdgh),389.0,2013-07-28
City Healthcare Partnership Cic,853.0,2013-07-28
Harrogate And District NHS Foundation Trust,1467.0,2013-07-28
Hull And East Yorkshire Hospitals NHS Trust,2505.0,2013-07-28
Humber NHS Foundation Trust,349.0,2013-07-28
Northern Lincolnshire And Goole NHS Foundation Trust,2942.0,2013-07-28
York Teaching Hospital NHS Foundation Trust,4031.0,2013-07-28
Burton Hospitals NHS Foundation Trust,2487.0,2013-07-28
Malling Health - Telford Wic,159.0,2013-07-28
Mid Staffordshire NHS Foundation Trust,911.0,2013-07-28
Shrewsbury And Telford Hospital NHS Trust,2347.0,2013-07-28
Shropshire Community Health NHS Trust,617.0,2013-07-28
Shropshire Walk In Health Centre,519.0,2013-07-28
Staffordshire And Stoke On Trent Partnership NHS Trust,1507.0,2013-07-28
The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,2013-07-28
University Hospital Of North Staffordshire NHS Trust,2481.0,2013-07-28
Barnsley Hospital NHS Foundation Trust,1554.0,2013-07-28
Care Uk NHS Rotherham Diagnostic Centre,937.0,2013-07-28
Doncaster And Bassetlaw Hospitals NHS Foundation Trust,3398.0,2013-07-28
Sheffield Children's NHS Foundation Trust,836.0,2013-07-28
Sheffield City GP Hc (Wic),1250.0,2013-07-28
Sheffield Teaching Hospitals NHS Foundation Trust,2973.0,2013-07-28
The Rotherham NHS Foundation Trust,1467.0,2013-07-28
Ashford And St Peter's Hospitals NHS Foundation Trust,2126.0,2013-07-28
Ashford Health Centre,862.0,2013-07-28
Brighton And Sussex University Hospitals NHS Trust,3159.0,2013-07-28
East Sussex Healthcare NHS Trust,3054.0,2013-07-28
Frimley Park Hospital NHS Foundation Trust,2104.0,2013-07-28
Queen Victoria Hospital NHS Foundation Trust,282.0,2013-07-28
Royal Surrey County Hospital NHS Foundation Trust,1380.0,2013-07-28
Surrey And Sussex Healthcare NHS Trust,1626.0,2013-07-28
Sussex Community NHS Trust,1489.0,2013-07-28
Western Sussex Hospitals NHS Foundation Trust,2894.0,2013-07-28
Berkshire Healthcare NHS Foundation Trust,1230.0,2013-07-28
Buckinghamshire Healthcare NHS Trust,2107.0,2013-07-28
Heatherwood And Wexham Park Hospitals NHS Foundation Trust,2519.0,2013-07-28
Oxford Health NHS Foundation Trust,640.0,2013-07-28
Oxford University Hospitals NHS Trust,2694.0,2013-07-28
Reading NHS Treatment Centre,830.0,2013-07-28
Royal Berkshire NHS Foundation Trust,2124.0,2013-07-28
Dorset County Hospital NHS Foundation Trust,862.0,2013-07-28
Dorset Healthcare University NHS Foundation Trust,1005.0,2013-07-28
Hampshire Hospitals NHS Foundation Trust,2228.0,2013-07-28
Isle Of Wight NHS Trust,1440.0,2013-07-28
Poole Hospital NHS Foundation Trust,1226.0,2013-07-28
Portsmouth Hospitals NHS Trust,2821.0,2013-07-28
Solent NHS Trust,422.0,2013-07-28
Southern Health NHS Foundation Trust,548.0,2013-07-28
St Mary's NHS Treatment Centre,949.0,2013-07-28
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1799.0,2013-07-28
University Hospital Southampton NHS Foundation Trust,3091.0,2013-07-28
Airedale NHS Foundation Trust,1088.0,2013-07-28
Bradford Teaching Hospitals NHS Foundation Trust,2523.0,2013-07-28
Calderdale And Huddersfield NHS Foundation Trust,2756.0,2013-07-28
Lcd-Leeds-Ooh,746.0,2013-07-28
Leeds Teaching Hospitals NHS Trust,4274.0,2013-07-28
Local Care Direct Ooh,666.0,2013-07-28
Mid Yorkshire Hospitals NHS Trust,4269.0,2013-07-28
South West Yorkshire Partnership NHS Foundation Trust,0.0,2013-07-28
Coventry And Warwickshire Partnership NHS Trust,0.0,2013-08-04
Coventry NHS Healthcare Ctr,1229.0,2013-08-04
George Eliot Hospital NHS Trust,1183.0,2013-08-04
South Warwickshire NHS Foundation Trust,1217.0,2013-08-04
University Hospitals Coventry And Warwickshire NHS Trust,3172.0,2013-08-04
Worcestershire Acute Hospitals NHS Trust,2576.0,2013-08-04
Worcestershire Health And Care NHS Trust,750.0,2013-08-04
Wye Valley NHS Trust,1089.0,2013-08-04
Assura Minerva Llp,523.0,2013-08-04
Care And Support Partnership,144.0,2013-08-04
Carfax Health Enterprise,735.0,2013-08-04
Gloucestershire Care Services NHS Trust,1427.0,2013-08-04
Gloucestershire Hospitals NHS Foundation Trust,2348.0,2013-08-04
Great Western Hospitals NHS Foundation Trust,2330.0,2013-08-04
Royal United Hospital Bath NHS Trust,1415.0,2013-08-04
Salisbury NHS Foundation Trust,852.0,2013-08-04
Sirona Care & Health,151.0,2013-08-04
Assura Vertis Urgent Care Centres (Birmingham),1037.0,2013-08-04
Badger Walsall Ooh,172.0,2013-08-04
Birmingham Children's Hospital NHS Foundation Trust,712.0,2013-08-04
Birmingham Community Healthcare NHS Trust,142.0,2013-08-04
Birmingham Wic,617.0,2013-08-04
Birmingham Women's NHS Foundation Trust,0.0,2013-08-04
Dudley Borough Walk In Centre,853.0,2013-08-04
Greet General Practice & Urgent Care Centre,480.0,2013-08-04
Heart Of England NHS Foundation Trust,4343.0,2013-08-04
Sandwell And West Birmingham Hospitals NHS Trust,4343.0,2013-08-04
Showell Park Health & Walk In Centre,479.0,2013-08-04
Solihull Healthcare & Walk-In-Centre,1122.0,2013-08-04
South Birmingham GP Walk In Centre,1122.0,2013-08-04
Summerfield GP Surg & Urgent Care Centre,675.0,2013-08-04
The Dudley Group NHS Foundation Trust,1740.0,2013-08-04
The Royal Wolverhampton NHS Trust,2589.0,2013-08-04
University Hospitals Birmingham NHS Foundation Trust,1819.0,2013-08-04
Walsall Healthcare NHS Trust,2045.0,2013-08-04
Walsall Walk In Health Centre,1129.0,2013-08-04
Bristol Community Health,1184.0,2013-08-04
North Bristol NHS Trust,2010.0,2013-08-04
North Somerset Community Partnership Community Interest Company,140.0,2013-08-04
Somerset Partnership NHS Foundation Trust,1906.0,2013-08-04
Taunton And Somerset NHS Foundation Trust,1106.0,2013-08-04
University Hospitals Bristol NHS Foundation Trust,2129.0,2013-08-04
Weston Area Health NHS Trust,1242.0,2013-08-04
Yeovil District Hospital NHS Foundation Trust,948.0,2013-08-04
5 Boroughs Partnership NHS Foundation Trust,1407.0,2013-08-04
Countess Of Chester Hospital NHS Foundation Trust,1671.0,2013-08-04
East Cheshire NHS Trust,1111.0,2013-08-04
Mid Cheshire Hospitals NHS Foundation Trust,1676.0,2013-08-04
Warrington And Halton Hospitals NHS Foundation Trust,1910.0,2013-08-04
Wirral Community NHS Trust,1040.0,2013-08-04
Wirral University Teaching Hospital NHS Foundation Trust,2240.0,2013-08-04
City Hospitals Sunderland NHS Foundation Trust,2433.0,2013-08-04
Cumbria Partnership NHS Foundation Trust,1225.0,2013-08-04
Encompass GP Practice 2,559.0,2013-08-04
Gateshead Health NHS Foundation Trust,1157.0,2013-08-04
North Cumbria University Hospitals NHS Trust,1507.0,2013-08-04
Northumbria Healthcare NHS Foundation Trust,3404.0,2013-08-04
South Tyneside NHS Foundation Trust,3536.0,2013-08-04
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3414.0,2013-08-04
University Hospitals Of Morecambe Bay NHS Foundation Trust,2119.0,2013-08-04
Chesterfield Royal Hospital NHS Foundation Trust,1437.0,2013-08-04
Derby Hospitals NHS Foundation Trust,3148.0,2013-08-04
Derby Open Access Centre,493.0,2013-08-04
Derbyshire Community Health Services NHS Trust,1036.0,2013-08-04
Derbyshire Health United Ltd,316.0,2013-08-04
NHS Nottingham City 8Am - 8Pm Health Centre,683.0,2013-08-04
Nottingham Citycare Partnership,1201.0,2013-08-04
Nottingham University Hospitals NHS Trust,3335.0,2013-08-04
Sherwood Forest Hospitals NHS Foundation Trust,2554.0,2013-08-04
Cardrew Health Centre,458.0,2013-08-04
Northern Devon Healthcare NHS Trust,3066.0,2013-08-04
Peninsula Community Health C.I.C,2192.0,2013-08-04
Plymouth Community Healthcare (Cic),550.0,2013-08-04
Plymouth Hospitals NHS Trust,1681.0,2013-08-04
Royal Cornwall Hospitals NHS Trust,1698.0,2013-08-04
Royal Devon And Exeter NHS Foundation Trust,1801.0,2013-08-04
South Devon Healthcare NHS Foundation Trust,1688.0,2013-08-04
Torbay And Southern Devon Health And Care NHS Trust,1142.0,2013-08-04
County Durham And Darlington NHS Foundation Trust,5397.0,2013-08-04
North Tees And Hartlepool NHS Foundation Trust,1769.0,2013-08-04
South Tees Hospitals NHS Foundation Trust,3847.0,2013-08-04
Cambridge University Hospitals NHS Foundation Trust,1988.0,2013-08-04
Cambridgeshire Community Services NHS Trust,2351.0,2013-08-04
East Coast Community Healthcare C.I.C,141.0,2013-08-04
Greyfriars Health Centre,344.0,2013-08-04
Hinchingbrooke Health Care NHS Trust,730.0,2013-08-04
Ipswich Hospital NHS Trust,1516.0,2013-08-04
James Paget University Hospitals NHS Foundation Trust,1456.0,2013-08-04
Norfolk And Norwich University Hospitals NHS Foundation Trust,2157.0,2013-08-04
Norwich Practices Ltd (Castle Mall),1481.0,2013-08-04
Peterborough And Stamford Hospitals NHS Foundation Trust,1701.0,2013-08-04
Suffolk Community Healthcare,154.0,2013-08-04
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1094.0,2013-08-04
West Suffolk NHS Foundation Trust,1139.0,2013-08-04
Anglian Community Enterprise Community Interest Company (Ace Cic),722.0,2013-08-04
Assura Chelmsford Llp,651.0,2013-08-04
Basildon And Thurrock University Hospitals NHS Foundation Trust,2044.0,2013-08-04
Colchester Hospital University NHS Foundation Trust,1520.0,2013-08-04
Mid Essex Hospital Services NHS Trust,1552.0,2013-08-04
North Colchester Healthcare Centre,949.0,2013-08-04
Southend University Hospital NHS Foundation Trust,1761.0,2013-08-04
The Princess Alexandra Hospital NHS Trust,1978.0,2013-08-04
Bolton NHS Foundation Trust,2078.0,2013-08-04
Bridgewater Community Healthcare NHS Trust,3166.0,2013-08-04
Central Manchester University Hospitals NHS Foundation Trust,5268.0,2013-08-04
Lindley House Health Centre,978.0,2013-08-04
Pennine Acute Hospitals NHS Trust,5603.0,2013-08-04
Pennine Care NHS Foundation Trust,1341.0,2013-08-04
Salford Royal NHS Foundation Trust,1673.0,2013-08-04
Stockport NHS Foundation Trust,1655.0,2013-08-04
Tameside Hospital NHS Foundation Trust,1485.0,2013-08-04
The Christie NHS Foundation Trust,0.0,2013-08-04
University Hospital Of South Manchester NHS Foundation Trust,1848.0,2013-08-04
"Wrightington, Wigan And Leigh NHS Foundation Trust",1677.0,2013-08-04
Assura Lea Valley Llp,332.0,2013-08-04
Bedford Hospital NHS Trust,1163.0,2013-08-04
Corby Urgent Care Centre,955.0,2013-08-04
East And North Hertfordshire NHS Trust,2344.0,2013-08-04
Hertfordshire Community NHS Trust,147.0,2013-08-04
Kettering General Hospital NHS Foundation Trust,1386.0,2013-08-04
Luton And Dunstable University Hospital NHS Foundation Trust,2088.0,2013-08-04
Milton Keynes Hospital NHS Foundation Trust,2598.0,2013-08-04
Northampton General Hospital NHS Trust,2090.0,2013-08-04
Putnoe Medical Centre Walk In Centre,274.0,2013-08-04
West Hertfordshire Hospitals NHS Trust,2540.0,2013-08-04
Dartford And Gravesham NHS Trust,1849.0,2013-08-04
Dr Jm Ribchester & Partners,453.0,2013-08-04
East Kent Hospitals University NHS Foundation Trust,3921.0,2013-08-04
Kent Community Health NHS Trust,2705.0,2013-08-04
Maidstone And Tunbridge Wells NHS Trust,2418.0,2013-08-04
Medway NHS Foundation Trust,1726.0,2013-08-04
Blackpool Teaching Hospitals NHS Foundation Trust,2007.0,2013-08-04
East Lancashire Hospitals NHS Trust,3557.0,2013-08-04
Lancashire Teaching Hospitals NHS Foundation Trust,2387.0,2013-08-04
Latham House Medical Practice,150.0,2013-08-04
Lincolnshire Community Health Services NHS Trust,2432.0,2013-08-04
Loughborough Urgent Care Centre,737.0,2013-08-04
Market Harborough Med.Ctr,270.0,2013-08-04
Oakham Medical Practice,73.0,2013-08-04
United Lincolnshire Hospitals NHS Trust,3100.0,2013-08-04
University Hospitals Of Leicester NHS Trust,3840.0,2013-08-04
"Barking, Havering And Redbridge University Hospitals NHS Trust",4518.0,2013-08-04
Barnet And Chase Farm Hospitals NHS Trust,2784.0,2013-08-04
Barts Health NHS Trust,8061.0,2013-08-04
Broad Street Medical Practice & Walk In Centre,522.0,2013-08-04
Bromley Healthcare,592.0,2013-08-04
Central London Community Healthcare NHS Trust,3894.0,2013-08-04
Chelsea And Westminster Hospital NHS Foundation Trust,1938.0,2013-08-04
Croydon Health Services NHS Trust,2632.0,2013-08-04
Dmc Vicarage Lane,490.0,2013-08-04
Ealing Hospital NHS Trust,1841.0,2013-08-04
Edridge Road Community Health Centre,750.0,2013-08-04
Epsom And St Helier University Hospitals NHS Trust,2710.0,2013-08-04
Guy's And St Thomas' NHS Foundation Trust,3468.0,2013-08-04
Harold Wood Walk In Centre,918.0,2013-08-04
Homerton University Hospital NHS Foundation Trust,2230.0,2013-08-04
Hounslow And Richmond Community Healthcare NHS Trust,883.0,2013-08-04
Hurley Group Practice,643.0,2013-08-04
Imperial College Healthcare NHS Trust,5331.0,2013-08-04
King's College Hospital NHS Foundation Trust,3109.0,2013-08-04
Kingston Hospital NHS Foundation Trust,2003.0,2013-08-04
Lewisham And Greenwich NHS Trust,2194.0,2013-08-04
Moorfields Eye Hospital NHS Foundation Trust,1714.0,2013-08-04
North East London NHS Foundation Trust,1055.0,2013-08-04
North Middlesex University Hospital NHS Trust,2804.0,2013-08-04
North West London Hospitals NHS Trust,3809.0,2013-08-04
Orchard Village Walk-In-Centre,86.0,2013-08-04
Orient Practice,248.0,2013-08-04
Oxleas NHS Foundation Trust,883.0,2013-08-04
Royal Brompton & Harefield NHS Foundation Trust,0.0,2013-08-04
Royal Free London NHS Foundation Trust,1744.0,2013-08-04
Royal National Orthopaedic Hospital NHS Trust,0.0,2013-08-04
South London Healthcare NHS Trust,4877.0,2013-08-04
St Andrews Walk-In Centre,469.0,2013-08-04
St George's Healthcare NHS Trust,2795.0,2013-08-04
The Barkantine Practice,444.0,2013-08-04
The Hillingdon Hospitals NHS Foundation Trust,2571.0,2013-08-04
The Practice Loxford,346.0,2013-08-04
The Ridgeway Surgery,129.0,2013-08-04
The Whittington Hospital NHS Trust,1664.0,2013-08-04
Tollgate Lodge Medical Centre,63.0,2013-08-04
University College London Hospitals NHS Foundation Trust,2421.0,2013-08-04
Virgin Care Services Ltd,1254.0,2013-08-04
Waldron - Hurley Unregistered Practice,517.0,2013-08-04
West Middlesex University Hospital NHS Trust,2538.0,2013-08-04
Aintree University Hospital NHS Foundation Trust,1507.0,2013-08-04
Alder Hey Children's NHS Foundation Trust,903.0,2013-08-04
Liverpool Community Health NHS Trust,3389.0,2013-08-04
Liverpool Heart And Chest Hospital NHS Foundation Trust,0.0,2013-08-04
Liverpool Women's NHS Foundation Trust,224.0,2013-08-04
Royal Liverpool And Broadgreen University Hospitals NHS Trust,1975.0,2013-08-04
Southport And Ormskirk Hospital NHS Trust,1802.0,2013-08-04
St Helens And Knowsley Hospitals NHS Trust,2331.0,2013-08-04
The Walton Centre NHS Foundation Trust,0.0,2013-08-04
West Lancashire Healthcare Partnership Community Cic (Sdgh),367.0,2013-08-04
City Healthcare Partnership Cic,906.0,2013-08-04
Harrogate And District NHS Foundation Trust,1334.0,2013-08-04
Hull And East Yorkshire Hospitals NHS Trust,2449.0,2013-08-04
Humber NHS Foundation Trust,329.0,2013-08-04
Northern Lincolnshire And Goole NHS Foundation Trust,2783.0,2013-08-04
York Teaching Hospital NHS Foundation Trust,3866.0,2013-08-04
Burton Hospitals NHS Foundation Trust,2256.0,2013-08-04
Malling Health - Telford Wic,172.0,2013-08-04
Mid Staffordshire NHS Foundation Trust,912.0,2013-08-04
Shrewsbury And Telford Hospital NHS Trust,2270.0,2013-08-04
Shropshire Community Health NHS Trust,594.0,2013-08-04
Shropshire Walk In Health Centre,511.0,2013-08-04
Staffordshire And Stoke On Trent Partnership NHS Trust,1341.0,2013-08-04
The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,2013-08-04
University Hospital Of North Staffordshire NHS Trust,2402.0,2013-08-04
Barnsley Hospital NHS Foundation Trust,1565.0,2013-08-04
Care Uk NHS Rotherham Diagnostic Centre,881.0,2013-08-04
Doncaster And Bassetlaw Hospitals NHS Foundation Trust,3311.0,2013-08-04
Sheffield Children's NHS Foundation Trust,790.0,2013-08-04
Sheffield City GP Hc (Wic),1252.0,2013-08-04
Sheffield Teaching Hospitals NHS Foundation Trust,2771.0,2013-08-04
The Rotherham NHS Foundation Trust,1387.0,2013-08-04
Ashford And St Peter's Hospitals NHS Foundation Trust,1997.0,2013-08-04
Ashford Health Centre,878.0,2013-08-04
Brighton And Sussex University Hospitals NHS Trust,2994.0,2013-08-04
East Sussex Healthcare NHS Trust,2828.0,2013-08-04
Frimley Park Hospital NHS Foundation Trust,1962.0,2013-08-04
Queen Victoria Hospital NHS Foundation Trust,255.0,2013-08-04
Royal Surrey County Hospital NHS Foundation Trust,1358.0,2013-08-04
Surrey And Sussex Healthcare NHS Trust,1520.0,2013-08-04
Sussex Community NHS Trust,1369.0,2013-08-04
Western Sussex Hospitals NHS Foundation Trust,2668.0,2013-08-04
Berkshire Healthcare NHS Foundation Trust,1198.0,2013-08-04
Buckinghamshire Healthcare NHS Trust,1965.0,2013-08-04
Heatherwood And Wexham Park Hospitals NHS Foundation Trust,2307.0,2013-08-04
Oxford Health NHS Foundation Trust,604.0,2013-08-04
Oxford University Hospitals NHS Trust,2543.0,2013-08-04
Reading NHS Treatment Centre,757.0,2013-08-04
Royal Berkshire NHS Foundation Trust,2030.0,2013-08-04
Dorset County Hospital NHS Foundation Trust,913.0,2013-08-04
Dorset Healthcare University NHS Foundation Trust,975.0,2013-08-04
Hampshire Hospitals NHS Foundation Trust,2123.0,2013-08-04
Isle Of Wight NHS Trust,1347.0,2013-08-04
Poole Hospital NHS Foundation Trust,1180.0,2013-08-04
Portsmouth Hospitals NHS Trust,2718.0,2013-08-04
Solent NHS Trust,432.0,2013-08-04
Southern Health NHS Foundation Trust,553.0,2013-08-04
St Mary's NHS Treatment Centre,884.0,2013-08-04
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1770.0,2013-08-04
University Hospital Southampton NHS Foundation Trust,3030.0,2013-08-04
Airedale NHS Foundation Trust,1039.0,2013-08-04
Bradford Teaching Hospitals NHS Foundation Trust,2456.0,2013-08-04
Calderdale And Huddersfield NHS Foundation Trust,2595.0,2013-08-04
Lcd-Leeds-Ooh,640.0,2013-08-04
Leeds Teaching Hospitals NHS Trust,4137.0,2013-08-04
Local Care Direct Ooh,657.0,2013-08-04
Mid Yorkshire Hospitals NHS Trust,4076.0,2013-08-04
South West Yorkshire Partnership NHS Foundation Trust,0.0,2013-08-04
Coventry And Warwickshire Partnership NHS Trust,0.0,2013-08-11
Coventry NHS Healthcare Ctr,1274.0,2013-08-11
George Eliot Hospital NHS Trust,1178.0,2013-08-11
South Warwickshire NHS Foundation Trust,1212.0,2013-08-11
University Hospitals Coventry And Warwickshire NHS Trust,3208.0,2013-08-11
Worcestershire Acute Hospitals NHS Trust,2609.0,2013-08-11
Worcestershire Health And Care NHS Trust,798.0,2013-08-11
Wye Valley NHS Trust,1080.0,2013-08-11
Assura Minerva Llp,501.0,2013-08-11
Care And Support Partnership,120.0,2013-08-11
Carfax Health Enterprise,818.0,2013-08-11
Gloucestershire Care Services NHS Trust,1350.0,2013-08-11
Gloucestershire Hospitals NHS Foundation Trust,2259.0,2013-08-11
Great Western Hospitals NHS Foundation Trust,2344.0,2013-08-11
Royal United Hospital Bath NHS Trust,1306.0,2013-08-11
Salisbury NHS Foundation Trust,802.0,2013-08-11
Sirona Care & Health,141.0,2013-08-11
Assura Vertis Urgent Care Centres (Birmingham),975.0,2013-08-11
Badger Walsall Ooh,186.0,2013-08-11
Birmingham Children's Hospital NHS Foundation Trust,833.0,2013-08-11
Birmingham Community Healthcare NHS Trust,139.0,2013-08-11
Birmingham Wic,606.0,2013-08-11
Birmingham Women's NHS Foundation Trust,0.0,2013-08-11
Dudley Borough Walk In Centre,830.0,2013-08-11
Greet General Practice & Urgent Care Centre,405.0,2013-08-11
Heart Of England NHS Foundation Trust,4339.0,2013-08-11
Sandwell And West Birmingham Hospitals NHS Trust,4286.0,2013-08-11
Showell Park Health & Walk In Centre,474.0,2013-08-11
Solihull Healthcare & Walk-In-Centre,1081.0,2013-08-11
South Birmingham GP Walk In Centre,814.0,2013-08-11
Summerfield GP Surg & Urgent Care Centre,646.0,2013-08-11
The Dudley Group NHS Foundation Trust,1730.0,2013-08-11
The Royal Wolverhampton NHS Trust,2649.0,2013-08-11
University Hospitals Birmingham NHS Foundation Trust,1776.0,2013-08-11
Walsall Healthcare NHS Trust,1945.0,2013-08-11
Walsall Walk In Health Centre,1130.0,2013-08-11
Bristol Community Health,1184.0,2013-08-11
North Bristol NHS Trust,2006.0,2013-08-11
North Somerset Community Partnership Community Interest Company,132.0,2013-08-11
Somerset Partnership NHS Foundation Trust,1826.0,2013-08-11
Taunton And Somerset NHS Foundation Trust,1130.0,2013-08-11
University Hospitals Bristol NHS Foundation Trust,2043.0,2013-08-11
Weston Area Health NHS Trust,1218.0,2013-08-11
Yeovil District Hospital NHS Foundation Trust,854.0,2013-08-11
5 Boroughs Partnership NHS Foundation Trust,1443.0,2013-08-11
Countess Of Chester Hospital NHS Foundation Trust,1536.0,2013-08-11
East Cheshire NHS Trust,1029.0,2013-08-11
Mid Cheshire Hospitals NHS Foundation Trust,1502.0,2013-08-11
Warrington And Halton Hospitals NHS Foundation Trust,1883.0,2013-08-11
Wirral Community NHS Trust,1043.0,2013-08-11
Wirral University Teaching Hospital NHS Foundation Trust,2263.0,2013-08-11
City Hospitals Sunderland NHS Foundation Trust,2269.0,2013-08-11
Cumbria Partnership NHS Foundation Trust,1139.0,2013-08-11
Encompass GP Practice 2,556.0,2013-08-11
Gateshead Health NHS Foundation Trust,1166.0,2013-08-11
North Cumbria University Hospitals NHS Trust,1590.0,2013-08-11
Northumbria Healthcare NHS Foundation Trust,3344.0,2013-08-11
South Tyneside NHS Foundation Trust,3353.0,2013-08-11
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3304.0,2013-08-11
University Hospitals Of Morecambe Bay NHS Foundation Trust,2076.0,2013-08-11
Chesterfield Royal Hospital NHS Foundation Trust,1346.0,2013-08-11
Derby Hospitals NHS Foundation Trust,3053.0,2013-08-11
Derby Open Access Centre,544.0,2013-08-11
Derbyshire Community Health Services NHS Trust,1021.0,2013-08-11
Derbyshire Health United Ltd,293.0,2013-08-11
NHS Nottingham City 8Am - 8Pm Health Centre,706.0,2013-08-11
Nottingham Citycare Partnership,1184.0,2013-08-11
Nottingham University Hospitals NHS Trust,3284.0,2013-08-11
Sherwood Forest Hospitals NHS Foundation Trust,2551.0,2013-08-11
Cardrew Health Centre,467.0,2013-08-11
Northern Devon Healthcare NHS Trust,3494.0,2013-08-11
Peninsula Community Health C.I.C,2175.0,2013-08-11
Plymouth Community Healthcare (Cic),550.0,2013-08-11
Plymouth Hospitals NHS Trust,1692.0,2013-08-11
Royal Cornwall Hospitals NHS Trust,1650.0,2013-08-11
